Seq,Type,depth,ph,conductivity,carbon,nitrogen,phosphorus,potassium,WHC,porosity,class
1,Bixa,1,9.8,471,0.6,44,11,205,32.5,32,Nolowfertile
2,Bixa,1,9.55,475,0.57,42,12,200,31.4,34,Nolowfertile
3,Bixa,1,9.75,485,0.5,43,11.2,195,33.3,33,Nolowfertile
4,Bixa,2,10.3,530,0.09,26,12,155,30.5,32,Nolowfertile
5,Bixa,2,10.33,526,0.11,24,12.5,160,32.7,33,Nolowfertile
6,Bixa,2,10.2,540,0.08,28,13.5,165,27.6,30,Nolowfertile
7,Bixa,1,8.7,160,0.61,56,17,200,49.5,42,Nolowfertile
8,Bixa,1,8.9,145,0.6,54,15,195,52,47,Nolowfertile
9,Bixa,1,9.1,151,0.64,53,16,196,50.6,46,Nolowfertile
10,Bixa,2,9.7,210,0.12,33,19.5,153,42.5,40,Nolowfertile
11,Bixa,2,9.66,211,0.19,30,20,160,45.7,39,Nolowfertile
12,Bixa,2,9.5,200,0.15,31,20.5,158,45.3,41,Nolowfertile
13,Bixa,1,8.6,120,0.77,62,21,185,43.3,39,Nolowfertile
14,Bixa,1,8.6,115,0.66,58,20,190,42.7,37,Nolowfertile
15,Bixa,1,8.65,110,0.78,63,19,195,40.5,37,Nolowfertile
16,Bixa,2,8.9,140,0.23,40,26,145,36.7,37,Nolowfertile
17,Bixa,2,8.8,135,0.21,42,25,140,36.3,35,Nolowfertile
18,Bixa,2,8.8,145,0.23,37,27,138,39.2,38,Nolowfertile
19,Sodic,1,9.85,480,0.25,32.4,12.23,250,40.53,37.59,Nolowfertile
20,Sodic,1,9.8,475,0.26,37.6,11.46,252,41.2,37.57,Nolowfertile
21,Sodic,1,9.78,490,0.24,36.73,11.77,260,40.52,36.7,Nolowfertile
22,Sodic,1,9.79,507,0.25,40.17,11.06,262,41.15,36.88,Nolowfertile
23,Sodic,2,10.28,725,0.12,22.58,9.82,195,42.15,34.18,Nolowfertile
24,Sodic,2,10.37,720,0.14,25.33,10.27,202,43.2,33.63,Nolowfertile
25,Sodic,2,10.23,735,0.12,23.37,10.64,203,42.55,33.9,Nolowfertile
26,Sodic,2,10.33,748,0.11,25.77,10.31,200,42.88,33.73,Nolowfertile
27,grassland,1,8.4,355,0.78,87.45,43.9,443.5,41.34,40.55,Nolowfertile
28,grassland,1,8.25,365,0.75,85.5,42.56,447.5,42.2,40.4,Nolowfertile
29,grassland,1,8.45,380,0.76,83.1,40.64,445,41.54,40.4,Nolowfertile
30,grassland,1,8.38,360,0.8,99.5,42.58,456,42.02,40.4,Nolowfertile
31,grassland,2,8.9,480,0.39,43.95,35.21,305,41.75,37.4,Nolowfertile
32,grassland,2,8.83,485,0.36,49.2,34.56,308,42.7,36.85,Nolowfertile
33,grassland,2,8.93,495,0.42,42,33.41,310,42.04,37.65,Nolowfertile
34,grassland,2,8.9,500,0.43,64.22,33.2,313,42.45,37.58,Nolowfertile
35,Agriculture,1,8.45,315,0.43,38.25,31.85,449,41.75,40.98,Nolowfertile
36,Agriculture,1,8.4,317,0.45,42.27,30.99,440,42.7,40.47,Nolowfertile
37,Agriculture,1,8.43,318,0.47,43.53,30.86,444,42.04,40.57,Nolowfertile
38,Agriculture,1,8.48,322,0.5,40.33,30.47,447,42.45,40.85,Nolowfertile
39,Agriculture,2,9,400,0.17,25.77,27.03,320,41.61,37.89,Nolowfertile
40,Agriculture,2,8.92,385,0.2,28.47,25.45,321,42.53,37.65,Nolowfertile
41,Agriculture,2,8.77,365,0.19,29.2,26.27,318,41.87,37.83,Nolowfertile
42,Agriculture,2,8.88,390,0.24,26.83,25.4,325,42.3,38.12,Nolowfertile
43,Horticulture,1,8.1,270,0.61,67.73,40,460,41.7,44.4,Nolowfertile
44,Horticulture,1,8.23,312,0.66,71.07,40.08,457,42.64,44.4,Nolowfertile
45,Horticulture,1,8.28,278,0.6,67.2,39.4,468,41.99,43.8,Nolowfertile
46,Horticulture,1,8.18,300,0.63,70.25,39.72,471,42.4,44.27,Nolowfertile
47,Horticulture,2,8.58,420,0.34,48.53,33.52,370,41.69,41.2,Nolowfertile
48,Horticulture,2,8.82,430,0.38,47.87,35.07,358,42.63,41.23,Nolowfertile
49,Horticulture,2,8.77,408,0.33,47.13,34.59,364,41.97,41.27,Nolowfertile
50,Horticulture,2,8.78,410,0.39,49.55,33.84,372,42.38,41.27,Nolowfertile
51,Bambooculture,1,7,170,1.02,94.8,27,385,43.56,47.8,Nolowfertile
52,Bambooculture,1,7.1,220,0.95,101,26.3,400,42.85,47.4,Nolowfertile
53,Bambooculture,1,7.18,230,1.08,107,27.14,381,42.4,47,Nolowfertile
54,Bambooculture,1,7.13,200,1.1,105,26.5,390,43,47.6,Nolowfertile
55,Bambooculture,2,7.7,250,0.71,51.8,23,350,45.6,45.2,Nolowfertile
56,Bambooculture,2,7.6,270,0.75,56,22.2,340,46.2,44.8,Nolowfertile
57,Bambooculture,2,7.4,280,0.69,54.6,22,324,45.2,45.3,Nolowfertile
58,Bambooculture,2,7.5,260,0.78,55.7,22.5,330,45.8,45,Nolowfertile
59,Silviculture,1,8.15,370,0.69,58.36,25.2,422,43.62,45.33,Nolowfertile
60,Silviculture,1,8.2,363,0.7,56.67,26.69,424,43.89,46.31,Nolowfertile
61,Silviculture,1,8.12,372,0.67,59.6,25.09,416,43.19,45.44,Nolowfertile
62,Silviculture,1,8.14,375,0.68,55.11,24.98,430,43.73,45.43,Nolowfertile
63,Silviculture,2,8.76,610,0.29,36.87,20.89,322,44.26,42.47,Nolowfertile
64,Silviculture,2,8.7,605,0.26,37.22,19.83,325,44.31,42.48,Nolowfertile
65,Silviculture,2,8.74,618,0.28,35.24,18.07,339,43.6,42.77,Nolowfertile
66,Silviculture,2,9.01,627,0.25,34.49,18.28,330,44.18,42.41,Nolowfertile
67,S N Mix Forest,1,8.08,325,0.98,77.67,34.09,424,43.4,47.91,Nolowfertile
68,S N Mix Forest,1,8.02,328,0.92,77.25,34.08,419,43.75,47.65,Nolowfertile
69,S N Mix Forest,1,8.1,317,0.97,76.93,34.35,415,43.06,47.32,Nolowfertile
70,S N Mix Forest,1,8.05,330,0.96,76.43,35.07,422,43.58,47.57,Nolowfertile
71,S N Mix Forest,2,8.65,470,0.32,53.76,24.25,300,43.69,44.51,Nolowfertile
72,S N Mix Forest,2,8.63,475,0.29,53.34,23.82,295,43.94,44.56,Nolowfertile
73,S N Mix Forest,2,8.6,455,0.31,52.88,23.81,306,43.23,44.6,Nolowfertile
74,S N Mix Forest,2,8.58,460,0.3,53.94,24.09,303,43.78,44.5,Nolowfertile
75, Eucalyptus ,1,8.57,340,0.66,45.2,19.8,300,45.6,42,Nolowfertile
76, Eucalyptus ,1,8.6,345,0.6,51.2,19.32,300,44.7,43,Nolowfertile
77, Eucalyptus ,1,8.64,335,0.57,52,16.96,250,46.2,44,Nolowfertile
78, Eucalyptus ,2,9.45,630,0.2,34,16.48,200,40.5,41,Nolowfertile
79, Eucalyptus ,2,9.55,635,0.22,35.4,16.32,250,42.3,39,Nolowfertile
80, Eucalyptus ,2,9.58,625,0.21,28.6,18.4,200,39.6,40,Nolowfertile
81, Eucalyptus ,3,9.83,860,0.08,22.4,15,200,36.3,36,Nolowfertile
82, Eucalyptus ,3,10.2,860,0.1,26.8,16.36,200,37.5,37,Nolowfertile
83, Eucalyptus ,3,10.1,870,0.12,29.54,14.2,150,35.4,38,Nolowfertile
84, Eucalyptus ,4,10.25,913,0.074,16.8,12.4,200,32.6,35,Nolowfertile
85, Eucalyptus ,4,10.35,920,0.065,18.6,9.52,200,31.5,33,Nolowfertile
86, Eucalyptus ,4,10.45,917,0.051,20.48,10.46,150,33.7,34,Nolowfertile
87,ProsopisJ ,1,7.1,210,0.85,80.8,25.12,350,51.6,47,Nolowfertile
88,ProsopisJ ,1,7.2,205,0.64,76,23.2,380,52.5,45,Nolowfertile
89,ProsopisJ ,1,7.25,200,0.82,72.8,23.2,400,54,49,Nolowfertile
90,ProsopisJ ,2,7.7,200,0.5,54.8,16.2,300,48.3,44,Nolowfertile
91,ProsopisJ ,2,7.6,195,0.4,56,16,255,47.5,45,Nolowfertile
92,ProsopisJ ,2,7.51,205,0.41,49.2,15.52,275,49.7,43,Nolowfertile
93,ProsopisJ ,3,7.95,230,0.26,45.8,14.4,250,45.5,42,Nolowfertile
94,ProsopisJ ,3,7.8,235,0.3,42.42,10.24,200,44.3,40,Nolowfertile
95,ProsopisJ ,3,7.85,230,0.22,39.28,9.42,200,43.7,38,Nolowfertile
96,ProsopisJ ,4,8.2,280,0.12,33.6,9.6,200,40.2,39,Nolowfertile
97,ProsopisJ ,4,8.6,280,0.11,33.46,10.28,150,39.7,40,Nolowfertile
98,ProsopisJ ,4,8.45,285,0.1,34.54,8.44,150,38.3,37,Nolowfertile
99,Prosopis,1,8.25,265,0.57,46,19.84,225,45.6,44,Nolowfertile
100,Prosopis,1,8.47,280,0.8,47.2,22.8,325,43.8,45,Nolowfertile
101,Prosopis,1,8.37,275,0.72,42.8,20.4,250,46.5,43,Nolowfertile
102,Prosopis,2,9.56,580,0.24,33.6,14.4,100,42.5,44,Nolowfertile
103,Prosopis,2,9.67,590,0.28,28,15.56,150,41.3,42,Nolowfertile
104,Prosopis,2,9.7,570,0.29,26.8,15.6,150,39.2,41,Nolowfertile
105,Prosopis,3,10.1,945,0.15,23.6,11,100,36.7,40,Nolowfertile
106,Prosopis,3,10.4,955,0.16,20.84,14.7,150,35.3,38,Nolowfertile
107,Prosopis,3,10.3,940,0.077,22.42,10.8,150,34.5,37,Nolowfertile
108,Prosopis,4,10.5,1095,0.16,19.2,10.4,200,32.4,38,Nolowfertile
109,Prosopis,4,10.7,1000,0.115,16.48,12.28,150,31.7,37,Nolowfertile
110,Prosopis,4,10.9,1085,0.114,15.64,7.8,150,33.8,35,Nolowfertile
111,Auriculiformis,1,7.1,155,0.825,67.2,17.2,250,53.3,45,Nolowfertile
112,Auriculiformis,1,7.06,170,0.915,66,15.3,230,54.2,44,Nolowfertile
113,Auriculiformis,1,7.15,165,0.9,72.8,19.1,220,51.8,46,Nolowfertile
114,Auriculiformis,2,7.87,160,0.3,52.4,17.6,200,47.4,42,Nolowfertile
115,Auriculiformis,2,8.1,155,0.32,48.6,13.9,150,46.2,43,Nolowfertile
116,Auriculiformis,2,8.2,170,0.38,46.6,16.2,150,45,41,Nolowfertile
117,Auriculiformis,3,8.26,185,0.175,33.6,15.84,150,43.2,38,Nolowfertile
118,Auriculiformis,3,8.5,205,0.125,28,16.6,100,44.4,37,Nolowfertile
119,Auriculiformis,3,8.6,200,0.22,24.45,18.4,150,42,39,Nolowfertile
120,Auriculiformis,4,8.66,265,0.108,22.6,18.4,150,37.8,35,Nolowfertile
121,Auriculiformis,4,8.9,280,0.065,18.64,18.7,100,39.4,37,Nolowfertile
122,Auriculiformis,4,9,260,0.16,20.24,20.22,150,38.6,36,Nolowfertile
123,Equisitifolia ,1,8.32,245,0.69,56,24.64,200,49.7,45,Nolowfertile
124,Equisitifolia ,1,8.1,255,0.81,54.8,21.3,250,51.3,47,Nolowfertile
125,Equisitifolia ,1,8.4,240,0.67,58.4,22,200,48.7,43,Nolowfertile
126,Equisitifolia ,2,9.3,360,0.332,41.2,20,250,45.3,41,Nolowfertile
127,Equisitifolia ,2,8.9,355,0.218,42.2,18.2,200,46.7,42,Nolowfertile
128,Equisitifolia ,2,9.2,365,0.18,45.4,19.2,150,44.5,43,Nolowfertile
129,Equisitifolia ,3,9.55,700,0.19,28.4,19.84,200,41.6,40,Nolowfertile
130,Equisitifolia ,3,9.26,680,0.186,29.45,14.56,200,42.4,38,Nolowfertile
131,Equisitifolia ,3,9.5,685,0.12,33.15,16.45,150,40.8,39,Nolowfertile
132,Equisitifolia ,4,9.75,865,0.09,16,12,200,38.4,36,Nolowfertile
133,Equisitifolia ,4,9.55,860,0.085,21.57,11.78,150,37,35,Nolowfertile
134,Equisitifolia ,4,9.7,855,0.07,24.26,13.84,150,36.5,34,Nolowfertile
135,Arjuna ,1,8.6,335,0.65,50.4,32,300,44.6,42,Nolowfertile
136,Arjuna ,1,8.8,350,0.57,56,33.52,275,45.3,44,Nolowfertile
137,Arjuna ,1,8.95,355,0.6,62,33.76,250,46,43,Nolowfertile
138,Arjuna ,2,9.1,595,0.18,29.2,31.54,300,42.3,38,Nolowfertile
139,Arjuna ,2,9.4,585,0.142,22.4,28.24,250,41.5,40,Nolowfertile
140,Arjuna ,2,9.3,590,0.11,27,29.6,250,40.1,41,Nolowfertile
141,Arjuna ,3,9.3,745,0.144,17,22.88,300,33.7,38,Nolowfertile
142,Arjuna ,3,9.6,770,0.11,18.84,25.76,225,35,37,Nolowfertile
143,Arjuna ,3,9.5,755,0.088,22.4,25.12,225,34.5,39,Nolowfertile
144,Arjuna ,4,9.6,860,0.098,14.8,13.2,250,31.6,35,Nolowfertile
145,Arjuna ,4,9.65,850,0.086,16.28,15.84,200,30.5,34,Nolowfertile
146,Arjuna ,4,9.75,850,0.064,12.36,20.8,150,29.4,33,Nolowfertile
147,pinnata,1,8.55,300,0.66,55,29.76,300,43.7,44,Nolowfertile
148,pinnata,1,8.7,310,0.65,45,26.72,250,44.8,42,Nolowfertile
149,pinnata,1,8.45,300,0.64,51,27.52,250,45,43,Nolowfertile
150,pinnata,2,9.35,520,0.268,35,27.3,250,41.3,41,Nolowfertile
151,pinnata,2,9.5,515,0.245,22.5,22.72,150,40.7,40,Nolowfertile
152,pinnata,2,9.55,510,0.296,27,23.52,200,42.5,42,Nolowfertile
153,pinnata,3,10.23,745,0.124,23.6,22.46,225,35.7,39,Nolowfertile
154,pinnata,3,10.4,745,0.176,24.42,22.72,175,37,37,Nolowfertile
155,pinnata,3,10.5,740,0.142,20.86,21.76,150,36.2,35,Nolowfertile
156,pinnata,4,10.9,950,0.1,17,20.64,200,31.2,35,Nolowfertile
157,pinnata,4,11.1,945,0.086,15.72,20.82,150,30.7,33,Nolowfertile
158,pinnata,4,11,945,0.056,13.56,20.32,150,32.6,32,Nolowfertile
159,procera,1,8.65,500,0.52,43.6,20.48,500,47.2,45,Nolowfertile
160,procera,1,9,515,0.67,44.8,20.16,575,46.1,46,Nolowfertile
161,procera,1,9,510,0.72,51.6,19.36,550,48,45,Nolowfertile
162,procera,2,9.65,870,0.26,26.4,14.32,425,42.5,43,Nolowfertile
163,procera,2,9.67,880,0.288,29.2,12.4,450,44.7,44,Nolowfertile
164,procera,2,9.85,890,0.215,22.8,14.88,500,43.3,45,Nolowfertile
165,procera,3,9.72,1000,0.168,18.8,10.4,450,36.4,41,Nolowfertile
166,procera,3,9.9,1005,0.11,20.48,8.24,400,35.7,40,Nolowfertile
167,procera,3,9.95,1010,0.198,14.46,10.46,425,37.1,39,Nolowfertile
168,procera,4,9.95,1245,0.056,8.6,7.52,450,35.3,38,Nolowfertile
169,procera,4,10.1,1225,0.054,11.64,6.48,375,34.8,36,Nolowfertile
170,procera,4,10.05,1220,0.066,9.24,8.72,350,33,35,Nolowfertile
171,Acacia,1,8.96,515,0.542,54.6,19.28,600,44.3,42,Nolowfertile
172,Acacia,1,8.8,505,0.75,51.2,19,625,45.6,40,Nolowfertile
173,Acacia,1,8.85,510,0.55,58.4,21.84,650,47.2,43,Nolowfertile
174,Acacia,2,9.88,1000,0.236,22.4,13,375,41.2,40,Nolowfertile
175,Acacia,2,9.85,1015,0.256,22.4,16.32,425,40.5,38,Nolowfertile
176,Acacia,2,9.62,1005,0.232,39.2,13.8,450,39.8,37,Nolowfertile
177,Acacia,3,10.11,1160,0.196,16.8,15.2,375,34.5,38,Nolowfertile
178,Acacia,3,10.15,1165,0.205,18.4,12.5,300,35.7,35,Nolowfertile
179,Acacia,3,10.1,1150,0.115,26.52,10.11,400,33,35,Nolowfertile
180,Acacia,4,10.25,1205,0.16,16.8,9.64,300,30.2,35,Nolowfertile
181,Acacia,4,10.3,1200,0.086,11.46,7.42,300,29.4,33,Nolowfertile
182,Acacia,4,10.25,1285,0.078,15.2,8.46,350,31.6,30,Nolowfertile
183,Dulce,1,8.95,555,0.66,57.8,15.36,725,46.2,46,Nolowfertile
184,Dulce,1,8.64,550,0.72,61.8,17.76,650,45,45,Nolowfertile
185,Dulce,1,8.9,555,0.84,56.4,20.8,625,44.4,44,Nolowfertile
186,Dulce,2,9.73,1000,0.218,28,14.4,500,41.3,41,Nolowfertile
187,Dulce,2,9.78,985,0.336,32.6,12.6,425,43.7,43,Nolowfertile
188,Dulce,2,9.73,995,0.324,34.6,11.46,450,42.5,42,Nolowfertile
189,Dulce,3,9.91,1170,0.196,16.8,8,375,35.1,37,Nolowfertile
190,Dulce,3,10.18,1175,0.215,17.84,6.56,300,37.3,36,Nolowfertile
191,Dulce,3,9.9,1160,0.198,18.64,8.96,400,36.8,38,Nolowfertile
192,Dulce,4,10.1,1245,0.076,11.2,5.78,375,32.6,35,Nolowfertile
193,Dulce,4,10.28,1250,0.088,12.46,5.42,275,28.7,33,Nolowfertile
194,Dulce,4,10.2,1235,0.116,14.2,5.68,350,31.4,34,Nolowfertile
195,Acaciaarabica,1,9.37,620,0.572,50.4,24.8,530,47.3,44,Nolowfertile
196,Acaciaarabica,1,9.23,625,0.39,46,20.16,500,46.6,42,Nolowfertile
197,Acaciaarabica,1,9.15,615,0.456,43.6,20.4,510,45,40,Nolowfertile
198,Acaciaarabica,2,10,985,0.212,22.4,19.2,500,42.7,42,Nolowfertile
199,Acaciaarabica,2,10.1,970,0.228,20.8,18.1,450,40.3,40,Nolowfertile
200,Acaciaarabica,2,9.8,965,0.218,26.8,16.64,425,41.5,39,Nolowfertile
201,Acaciaarabica,3,10.36,1100,0.18,15.38,16.8,450,36.3,38,Nolowfertile
202,Acaciaarabica,3,10.3,1105,0.196,16.6,14.68,400,35,37,Nolowfertile
203,Acaciaarabica,3,10.05,1090,0.112,13.32,16.64,350,34.3,35,Nolowfertile
204,Acaciaarabica,4,10.5,1235,0.094,11.54,14.8,400,31.5,35,Nolowfertile
205,Acaciaarabica,4,10.4,1230,0.065,9.24,10.56,340,30.3,36,Nolowfertile
206,Acaciaarabica,4,10.24,1225,0.084,10.28,11.62,380,32.1,34,Nolowfertile
207,AcaciaAW,1,8.45,370,0.61,47.2,13.76,200,46.2,44,Nolowfertile
208,AcaciaAW,1,8.35,355,0.63,41.6,15.36,225,45.7,45,Nolowfertile
209,AcaciaAW,1,8.3,360,0.72,47.2,13.92,275,44,42,Nolowfertile
210,AcaciaAW,2,9.4,570,0.28,26.8,18.2,150,42.3,42,Nolowfertile
211,AcaciaAW,2,9.25,565,0.256,21.8,18.08,175,41.6,40,Nolowfertile
212,AcaciaAW,2,9.45,560,0.276,29.8,17.72,200,40,39,Nolowfertile
213,AcaciaAW,3,10,835,0.192,16.8,14.2,100,35.4,38,Nolowfertile
214,AcaciaAW,3,9.8,820,0.168,17.56,15.12,100,36.2,36,Nolowfertile
215,AcaciaAW,3,9.7,825,0.184,22.42,17.54,150,34.3,39,Nolowfertile
216,AcaciaAW,4,10.11,980,0.148,11.2,13.72,150,31.3,35,Nolowfertile
217,AcaciaAW,4,10.1,990,0.086,8.86,13.24,100,29.6,34,Nolowfertile
218,AcaciaAW,4,9.95,1000,0.088,8.26,15.36,100,30,37,Nolowfertile
219,AcaciaFAO,1,7.8,270,0.72,50.4,23.6,525,46.7,43,Nolowfertile
220,AcaciaFAO,1,8.2,285,0.81,44.8,24.12,510,48.2,42,Nolowfertile
221,AcaciaFAO,1,8,270,0.88,50.4,25.76,505,47,40,Nolowfertile
222,AcaciaFAO,2,8.95,410,0.35,28.6,24.5,460,42.3,41,Nolowfertile
223,AcaciaFAO,2,9.05,420,0.36,22.4,20.64,450,44.2,39,Nolowfertile
224,AcaciaFAO,2,9.1,415,0.34,21.8,21.84,425,43.1,38,Nolowfertile
225,AcaciaFAO,3,9.9,640,0.18,16.8,20.24,375,38.3,37,Nolowfertile
226,AcaciaFAO,3,10.2,645,0.21,16.68,18.56,375,37.6,39,Nolowfertile
227,AcaciaFAO,3,10,645,0.16,14.24,18.46,350,36,36,Nolowfertile
228,AcaciaFAO,4,10.7,800,0.086,11.2,12.64,375,32.5,35,Nolowfertile
229,AcaciaFAO,4,10.9,815,0.084,12.45,14.24,300,31.4,33,Nolowfertile
230,AcaciaFAO,4,11,805,0.09,11.52,15.64,300,30,35,Nolowfertile
231,K Ghat Teak Forest,1,6,130,2.19,106.4,77.4,3000,72.8,47.9,Nolowfertile
232,K Ghat Teak Forest,1,6.1,140,2.24,110.5,80.56,2700,64.25,43.94,Nolowfertile
233,K Ghat Teak Forest,1,5.9,135,2.35,106.2,82.42,2562,63.24,43.79,Nolowfertile
234,K Ghat Teak Forest,2,5.85,120,1.42,72.8,57.4,2800,54.72,47.43,Nolowfertile
235,K Ghat Teak Forest,2,5.9,125,1.35,75.6,54.28,2700,56.9,47.36,Nolowfertile
236,K Ghat Teak Forest,2,5.8,130,1.38,78.4,56.45,2450,55.2,42.24,Nolowfertile
237,K Ghat Teak Forest,3,5.78,100,1.25,72.8,48.64,2000,63.09,51.02,Nolowfertile
238,K Ghat Teak Forest,3,5.8,90,1.3,70.6,52.24,1800,60.76,57.3,Nolowfertile
239,K Ghat Teak Forest,3,5.85,110,1.36,68.4,54.46,1840,64.1,54.58,Nolowfertile
240,K Ghat Teak Forest,4,5.75,90,0.825,50.4,44.48,1900,59.24,54.4,Nolowfertile
241,K Ghat Teak Forest,4,5.7,95,0.86,48.5,46,1700,44.08,57.72,Nolowfertile
242,K Ghat Teak Forest,4,5.72,85,0.82,54.7,47.8,1650,42.8,54.5,Nolowfertile
243,K Ghat Mix forest,1,7.56,265,1.425,84,49.6,1200,56,53.75,Nolowfertile
244,K Ghat Mix forest,1,7.6,270,1.46,87.2,54.28,900,63.65,50,Nolowfertile
245,K Ghat Mix forest,1,7.64,275,1.4,82.6,52.6,1050,53.6,55.76,Nolowfertile
246,K Ghat Mix forest,2,8.05,240,0.975,61.6,49.16,800,58.03,47.95,Nolowfertile
247,K Ghat Mix forest,2,8,250,1.1,64.1,52.3,700,54.65,48.8,Nolowfertile
248,K Ghat Mix forest,2,8,245,1,59.8,50.2,681,60.65,52.45,Nolowfertile
249,K Ghat Mix forest,3,8.1,210,0.72,50.4,40.8,700,44.23,43.42,Nolowfertile
250,K Ghat Mix forest,3,8.2,220,0.8,52.6,42.18,600,49.86,36.25,Nolowfertile
