Seq,Type,depth,ph,conductivity,carbon,nitrogen,phosphorus,potassium,WHC,porosity,class
251,K Ghat Mix forest,3,8.1,200,0.76,48.2,43.48,629,39.95,48.22,Nolowfertile
252,K Ghat Mix forest,4,8.2,185,0.525,44.8,40.6,400,44.23,49.4,Nolowfertile
253,K Ghat Mix forest,4,8.3,190,0.6,46,38.7,360,58.42,36.44,Nolowfertile
254,K Ghat Mix forest,4,8.25,180,0.55,42.8,36.72,380,56.39,53.33,Nolowfertile
255,Jatropha curcas ,1,8,110,0.48,78.4,40.8,160,54.65,56.21,Nolowfertile
256,Jatropha curcas ,1,8.05,115,0.5,81.4,37.5,180,54.13,42.97,Nolowfertile
257,Jatropha curcas ,1,8.1,120,0.45,75.4,42.16,194,58.73,42.08,Nolowfertile
258,Jatropha curcas ,2,8.15,105,0.465,44.8,41.6,140,53.09,40.81,Nolowfertile
259,Jatropha curcas ,2,8.2,110,0.45,46.5,38.9,125,51.28,47.63,Nolowfertile
260,Jatropha curcas ,2,8.2,100,0.42,43.2,44.5,110,35,43.27,Nolowfertile
261,Jatropha curcas ,3,8.35,90,0.12,43.8,41.28,120,53.59,48.46,Nolowfertile
262,Jatropha curcas ,3,8.4,85,0.16,42.3,43.6,100,48.4,47.7,Nolowfertile
263,Jatropha curcas ,3,8.3,95,0.2,37.8,45.2,89,43,43.1,Nolowfertile
264,Jatropha curcas ,4,8.35,75,0.165,39.2,44.48,80,54.09,42.21,Nolowfertile
265,Jatropha curcas ,4,8.4,80,0.2,36.6,46.35,90,40.89,50.2,Nolowfertile
266,Jatropha curcas ,4,8.45,85,0.18,34.7,47.5,76,36,45.56,Nolowfertile
267,K Ghat Grass land,1,5.95,130,1.08,95.2,48,1600,67.8,42.9,Nolowfertile
268,K Ghat Grass land,1,6,140,1.12,98.2,50.16,1500,60.25,39.94,Nolowfertile
269,K Ghat Grass land,1,5.9,135,1.16,102.4,53.44,1430,60.24,40.79,Nolowfertile
270,K Ghat Grass land,2,6.27,140,0.585,56,41.28,1600,52.72,45.43,Nolowfertile
271,K Ghat Grass land,2,6.3,150,0.62,61,39.58,1400,51.9,42.36,Nolowfertile
272,K Ghat Grass land,2,6.35,145,0.65,58.2,43.45,1350,51.2,38.24,Nolowfertile
273,K Ghat Grass land,3,6.75,185,0.51,50.4,44.48,1200,60.09,48.02,Nolowfertile
274,K Ghat Grass land,3,6.8,190,0.54,48.4,41.65,1000,59.76,56.3,Nolowfertile
275,K Ghat Grass land,3,6.85,195,0.56,45.1,40.86,890,59.1,49.58,Nolowfertile
276,K Ghat Grass land,4,8.2,280,0.48,50.4,45.44,800,55.24,50.4,Nolowfertile
277,K Ghat Grass land,4,8.1,290,0.5,48.6,42.36,680,41.08,54.72,Nolowfertile
278,K Ghat Grass land,4,8.3,300,0.55,52.5,40.12,740,40.8,52.5,Nolowfertile
279,K Ghat Sal Forest,1,6.25,185,0.9,56,36.48,800,55,52.75,Nolowfertile
280,K Ghat Sal Forest,1,6.3,190,0.98,58.6,39.35,700,58.65,45,Nolowfertile
281,K Ghat Sal Forest,1,6.2,180,0.92,60.2,42.65,621,49.6,51.76,Nolowfertile
282,K Ghat Sal Forest,2,5.65,55,0.765,50.4,48.32,400,55.03,44.95,Nolowfertile
283,K Ghat Sal Forest,2,5.7,65,0.8,46.5,49.67,430,52.65,46.8,Nolowfertile
284,K Ghat Sal Forest,2,5.6,60,0.76,49.4,52.42,349,59.65,51.45,Nolowfertile
285,K Ghat Sal Forest,3,5.72,50,0.585,39.2,30.88,400,39.23,38.42,Nolowfertile
286,K Ghat Sal Forest,3,5.75,55,0.65,41.8,34.68,320,45.86,32.25,Nolowfertile
287,K Ghat Sal Forest,3,5.8,45,0.62,37.2,33.24,300,36.95,45.22,Nolowfertile
288,K Ghat Sal Forest,4,5.7,45,0.225,39.2,41.6,400,42.23,47.4,Nolowfertile
289,K Ghat Sal Forest,4,5.8,50,0.26,38.6,43.56,300,57.42,35.44,Nolowfertile
290,K Ghat Sal Forest,4,5.85,40,0.28,34.2,39.85,281,51.39,48.33,Nolowfertile
291,S-1,1,7.6,210,0.75,41.4,29.6,525,54,47,Nolowfertile
292,S-1,1,7.65,205,0.78,40.66,27.52,450,51.2,49.4,Nolowfertile
293,S-1,1,7.7,210,0.675,42.75,28.48,475,50.54,50,Nolowfertile
294,S-1,1,7.75,220,0.685,38,25.72,500,51.02,54,Nolowfertile
295,S-1,2,8.25,295,0.295,18.12,19.04,275,50.75,52,Nolowfertile
296,S-1,2,8.35,310,0.28,15.33,17.92,225,51.7,45.85,Nolowfertile
297,S-1,2,8.2,285,0.18,29,18.36,250,51.04,46.65,Nolowfertile
298,S-1,2,8.3,300,0.22,21.15,19.2,250,51.45,46.58,Nolowfertile
299,S-1,3,8.7,340,0.1755,11.15,17.28,250,50.75,49.98,Nolowfertile
300,S-1,3,8.8,360,0.2,8.36,18.08,190,51.7,49.47,Nolowfertile
301,S-1,3,8.6,335,0.165,18.5,16,175,51.04,49.57,Nolowfertile
302,S-1,3,8.75,350,0.155,15,18.24,200,51.45,49.85,Nolowfertile
303,S-1,4,8.9,380,0.056,9.85,16.42,200,50.61,46.89,Nolowfertile
304,S-1,4,8.8,365,0.065,7.5,15.45,125,51.53,46.65,Nolowfertile
305,S-1,4,8.75,370,0.085,15.75,12.68,125,50.87,46.83,Nolowfertile
306,S-1,4,8.85,385,0.085,7.24,16.64,150,51.3,47.12,Nolowfertile
307,S-2,1,8,190,0.81,44.6,30.16,350,50.7,53.4,Nolowfertile
308,S-2,1,8.05,205,0.82,40.42,29.66,375,51.64,53.4,Nolowfertile
309,S-2,1,7.85,185,0.76,39,31.72,375,50.99,52.8,Nolowfertile
310,S-2,1,7.9,210,0.835,41.81,30.8,350,51.4,53.27,Nolowfertile
311,S-2,2,8.2,235,0.38,32.42,21.32,250,50.69,50.2,Nolowfertile
312,S-2,2,7.96,250,0.38,28.1,22.6,250,51.63,50.23,Nolowfertile
313,S-2,2,8.1,235,0.36,30,23.44,276,50.97,50.27,Nolowfertile
314,S-2,2,8.14,245,0.39,35,22.04,250,51.38,50.27,Nolowfertile
315,S-2,3,8.26,277,0.25,13.93,19.2,200,52.56,56.8,Nolowfertile
316,S-2,3,8.3,278,0.22,23.7,21.08,180,51.85,56.4,Nolowfertile
317,S-2,3,8.24,270,0.22,25.1,20.8,200,51.4,56,Nolowfertile
318,S-2,3,8.25,280,0.175,22.3,18.64,200,52,56.6,Nolowfertile
319,S-2,4,8.6,360,0.15,12.54,18,150,54.6,54.2,Nolowfertile
320,S-2,4,8,380,0.16,9.8,15.8,140,55.2,53.8,Nolowfertile
321,S-2,4,8.7,375,0.19,18.12,15.2,160,54.2,54.3,Nolowfertile
322,S-2,4,8.8,370,0.175,19.5,17.85,180,54.8,54,Nolowfertile
323,s-3,1,7.7,225,0.95,44.6,35.66,550,52.62,54.33,Nolowfertile
324,s-3,1,7.5,220,0.995,47.4,35.28,475,52.89,55.31,Nolowfertile
325,s-3,1,7.8,245,0.95,44.85,34.4,475,52.19,54.44,Nolowfertile
326,s-3,1,7.8,240,1.13,46.35,36.12,500,52.73,54.43,Nolowfertile
327,s-3,2,8.02,245,0.45,33,25.2,375,53.26,51.47,Nolowfertile
328,s-3,2,8.1,240,0.345,37.6,24.2,375,53.31,51.48,Nolowfertile
329,s-3,2,8.08,265,0.33,33.5,24.4,400,52.6,51.77,Nolowfertile
330,s-3,2,7.98,260,0.36,35.21,24.6,450,53.18,51.41,Nolowfertile
331,s-3,3,8.12,285,0.28,18.12,20.8,300,52.4,56.91,Nolowfertile
332,s-3,3,8.18,300,0.29,25,19.52,275,52.75,56.65,Nolowfertile
333,s-3,3,8.1,280,0.205,23.7,19.2,300,52.06,56.32,Nolowfertile
334,s-3,3,8.2,305,0.235,30.7,19.36,350,52.58,56.57,Nolowfertile
335,s-3,4,8.34,345,0.22,18.36,16,200,52.69,53.51,Nolowfertile
336,s-3,4,8.28,330,0.235,20.7,16,200,52.94,53.56,Nolowfertile
337,s-3,4,8.26,350,0.235,22.3,18.4,230,52.23,53.6,Nolowfertile
338,s-3,4,8.32,360,0.205,23.7,17.4,250,52.78,53.5,Nolowfertile
339,Plot 25-RS,1,8.76,260,0.565,19.51,16.48,300,54.6,51,Nolowfertile
340,Plot 25-RS,1,9.02,320,0.62,21.33,18.4,245,53.7,52,Nolowfertile
341,Plot 25-RS,1,9.34,270,0.6,19.3,25,220,55.2,53,Nolowfertile
342,Plot 25-RS,1,9.42,340,0.48,20.02,23,250,54.6,51,Nolowfertile
343,Plot 25-RS,2,9.66,750,0.24,12.75,14.12,245,49.5,50,Nolowfertile
344,Plot 25-RS,2,9.62,800,0.22,12.54,12.9,190,51.3,48,Nolowfertile
345,Plot 25-RS,2,10.11,510,0.24,14.55,13.28,190,48.6,49,Nolowfertile
346,Plot 25-RS,2,9.9,570,0.135,13.96,16.96,205,49.5,50,Nolowfertile
347,Plot 25-RS,3,10.05,680,0.165,9.96,12.4,220,45.3,45,Nolowfertile
348,Plot 25-RS,3,10.23,770,0.125,8.36,11.2,600,46.5,46,Nolowfertile
349,Plot 25-RS,3,10.24,620,0.135,9.18,12.32,520,44.4,47,Nolowfertile
350,Plot 25-RS,3,10.15,700,0.12,8.78,19.52,515,45.3,45,Nolowfertile
351,Plot 25-RS,4,10.2,700,0.12,8.57,12.88,550,41.6,44,Nolowfertile
352,Plot 25-RS,4,10.36,740,0.135,8.36,14.96,420,40.5,42,Nolowfertile
353,Plot 25-RS,4,10.45,650,0.105,7.18,11.68,415,42.7,43,Nolowfertile
354,Plot 25-RS,4,10.55,750,0.12,6.78,13.12,450,41.6,44,Nolowfertile
355,Uncultivated AU,1,9.6,300,0.39,17.8,18.56,495,60.6,56,Nolowfertile
356,Uncultivated AU,1,9.7,760,0.345,18.4,19.2,340,61.5,54,Nolowfertile
357,Uncultivated AU,1,9.5,520,0.3,17.1,16.96,325,63,58,Nolowfertile
358,Uncultivated AU,1,9.85,420,0.195,19.5,18.7,345,60.6,56,Nolowfertile
359,Uncultivated AU,2,10.25,640,0.135,12.86,13.28,390,57.3,53,Nolowfertile
360,Uncultivated AU,2,10.2,480,0.075,11.28,14.86,250,56.5,54,Nolowfertile
361,Uncultivated AU,2,10.3,550,0.135,12.1,12.8,245,58.7,52,Nolowfertile
362,Uncultivated AU,2,10.4,780,0.09,13.54,13.45,270,57.3,53,Nolowfertile
363,Uncultivated AU,3,10.45,990,0.09,9.85,12.8,300,54.5,51,Nolowfertile
364,Uncultivated AU,3,10.5,1620,0.08,8.74,15.46,170,53.3,49,Nolowfertile
365,Uncultivated AU,3,10.65,620,0.12,9.25,10.72,190,52.7,47,Nolowfertile
366,Uncultivated AU,3,10.6,700,0.08,7.45,12.68,400,54.5,51,Nolowfertile
367,Uncultivated AU,4,10.85,1090,0.08,6.45,8.6,420,49.2,48,Nolowfertile
368,Uncultivated AU,4,10.7,1700,0.03,6.2,10.25,415,48.7,49,Nolowfertile
369,Uncultivated AU,4,10.75,1720,0.1,5.78,8.8,400,47.3,46,Nolowfertile
370,Uncultivated AU,4,10.9,1290,0.08,5.6,11.48,295,49.2,48,Nolowfertile
371,BRC Leg-15,1,8,425,0.65,48.53,24.49,485,44,43,Nolowfertile
372,BRC Leg-15,1,8.36,430,0.66,45.33,21.11,465,41.67,44.67,Nolowfertile
373,BRC Leg-15,1,8.87,450,0.61,54.73,20.04,475,42,44,Nolowfertile
374,BRC Leg-15,1,9.25,420,0.67,46.67,22.93,500,43.67,43.89,Nolowfertile
375,BRC Leg-15,2,9.03,745,0.29,24.27,21.99,400,42.33,41,Nolowfertile
376,BRC Leg-15,2,9.64,725,0.27,29.47,14.92,375,38.33,41.33,Nolowfertile
377,BRC Leg-15,2,9.78,775,0.27,28,13.1,405,40.33,42,Nolowfertile
378,BRC Leg-15,2,9.97,750,0.26,23.33,17.97,380,40.33,41.44,Nolowfertile
379,BRC Leg-15,3,10.03,945,0.18,15.91,17.75,330,38.33,37,Nolowfertile
380,BRC Leg-15,3,10.27,965,0.13,22.29,12.27,320,36.67,37.67,Nolowfertile
381,BRC Leg-15,3,10.12,970,0.17,20.57,11.65,360,37.67,38.67,Nolowfertile
382,BRC Leg-15,3,10.24,980,0.16,15.1,14.77,350,36,37.78,Nolowfertile
383,BRC Leg-15,4,10.87,1085,0.09,11.72,13.17,300,36.67,33.33,Nolowfertile
384,BRC Leg-15,4,10.7,1075,0.13,17.11,10.79,290,32.67,34,Nolowfertile
385,BRC Leg-15,4,10.27,1100,0.11,14.49,10.73,320,35,35,Nolowfertile
386,BRC Leg-15,4,10.38,1090,0.08,10.35,12.33,285,35.33,34.11,Nolowfertile
387,BRC Leg-25,1,7.18,350,0.77,76.53,35.11,475,47,47.8,Nolowfertile
388,BRC Leg-25,1,7.1,365,0.79,68.67,30.2,477,45,48.67,Nolowfertile
389,BRC Leg-25,1,7.83,375,0.74,68.67,22.72,460,45,46.33,Nolowfertile
390,BRC Leg-25,1,7.88,355,0.73,66.67,22.29,500,45.33,47.4,Nolowfertile
391,BRC Leg-25,2,7.6,550,0.36,53.33,27.68,325,44,44,Nolowfertile
392,BRC Leg-25,2,8.06,570,0.33,49.2,22.57,330,42,44.5,Nolowfertile
393,BRC Leg-25,2,8.75,560,0.32,41.73,16.76,360,42,43.7,Nolowfertile
394,BRC Leg-25,2,8.72,580,0.3,46.13,17.27,350,44,43.7,Nolowfertile
395,BRC Leg-25,3,7.87,630,0.26,36.5,22.07,305,38.6,40,Nolowfertile
396,BRC Leg-25,3,8.45,600,0.17,31.68,18.31,310,38.4,41.2,Nolowfertile
397,BRC Leg-25,3,9,670,0.2,33.87,12.21,320,38.2,39.33,Nolowfertile
398,BRC Leg-25,3,8.86,700,0.16,30.91,13.35,325,39,40.2,Nolowfertile
399,BRC Leg-25,4,8.42,730,0.11,22.76,13.37,260,37.67,38.67,Nolowfertile
400,BRC Leg-25,4,8.85,710,0.11,20.49,16.07,250,37,37,Nolowfertile
401,BRC Leg-25,4,9.19,800,0.09,17.62,9.57,265,37,36.5,Nolowfertile
402,BRC Leg-25,4,9.03,780,0.06,19.83,11.89,270,36.33,36.33,Nolowfertile
403,BRC-Nonleg-15,1,8.6,340,0.64,50,25,305,43,45.2,Nolowfertile
404,BRC-Nonleg-15,1,8.78,310,0.63,56,28.75,325,43,45.6,Nolowfertile
405,BRC-Nonleg-15,1,8.27,290,0.67,55.4,26.5,310,43,46,Nolowfertile
406,BRC-Nonleg-15,1,8.55,320,0.65,52,26.7,300,45,45,Nolowfertile
407,BRC-Nonleg-15,2,9.53,530,0.21,33,19,240,41,42.4,Nolowfertile
408,BRC-Nonleg-15,2,9.27,530,0.14,33,22,270,40,41.6,Nolowfertile
409,BRC-Nonleg-15,2,9.13,520,0.24,36,18.35,250,39.67,42.6,Nolowfertile
410,BRC-Nonleg-15,2,9.3,550,0.2,34,19.62,255,42,42.1,Nolowfertile
411,BRC-Nonleg-15,3,10.04,800,0.1,27,14,215,37,37.4,Nolowfertile
412,BRC-Nonleg-15,3,9.47,760,0.11,24,16.63,235,37,37.8,Nolowfertile
413,BRC-Nonleg-15,3,9.44,755,0.17,26,16.3,205,38,37.2,Nolowfertile
414,BRC-Nonleg-15,3,9.65,765,0.13,25.3,15.5,230,39,38,Nolowfertile
415,BRC-Nonleg-15,4,10.35,920,0.11,18.5,12,170,33.33,35.8,Nolowfertile
416,BRC-Nonleg-15,4,9.67,855,0.13,18.5,12.1,200,34,36.2,Nolowfertile
417,BRC-Nonleg-15,4,9.67,860,0.15,22,17.3,175,34,35.5,Nolowfertile
418,BRC-Nonleg-15,4,9.9,885,0.13,20,13.72,210,35,36.4,Nolowfertile
419,BRCnonleg-25,1,8.13,350,0.96,86.4,29.6,430,47.6,48.68,Nolowfertile
420,BRCnonleg-25,1,8.2,365,1.03,84,27.52,425,47.8,48.8,Nolowfertile
421,BRCnonleg-25,1,8.15,360,1.01,85.6,28.48,395,47.5,47.9,Nolowfertile
422,BRCnonleg-25,1,8.45,370,1,85.35,30,420,47.9,49.2,Nolowfertile
423,BRCnonleg-25,2,8.66,450,0.11,41.6,19.04,325,45.4,45.3,Nolowfertile
424,BRCnonleg-25,2,8.65,460,0.26,36.6,17.92,300,45.3,44.7,Nolowfertile
425,BRCnonleg-25,2,8.75,480,0.23,46,15.36,330,45.7,45,Nolowfertile
426,BRCnonleg-25,2,8.8,470,0.2,41.6,21.4,320,45.5,45.2,Nolowfertile
427,BRCnonleg-25,3,9.05,580,0.08,22.4,17.28,180,43.6,40.4,Nolowfertile
428,BRCnonleg-25,3,9.2,550,0.11,26.5,18.08,200,43.2,39.8,Nolowfertile
429,BRCnonleg-25,3,9.1,560,0.11,24.5,16,160,43.4,40.6,Nolowfertile
430,BRCnonleg-25,3,9.3,570,0.1,24.35,17.12,180,43,40,Nolowfertile
431,BRCnonleg-25,4,9.3,640,0.09,17,16.42,125,41,36.8,Nolowfertile
432,BRCnonleg-25,4,9.33,610,0.09,20.4,12.45,125,41.2,37.3,Nolowfertile
433,BRCnonleg-25,4,9.27,660,0.09,18,12.68,140,41.5,36.4,Nolowfertile
434,BRCnonleg-25,4,9.5,630,0.09,18.4,13.85,130,41.4,36,Nolowfertile
435,NFS-banthra-1,1,8.7,395,0.48,75,30.16,330,46.2,46.6,Nolowfertile
436,NFS-banthra-1,1,8.85,485,0.46,70,24.66,340,45.8,45.8,Nolowfertile
437,NFS-banthra-1,1,8.55,400,0.53,74,31.72,355,46,45.2,Nolowfertile
438,NFS-banthra-1,1,8.65,420,0.49,73,28.85,345,46.1,46,Nolowfertile
439,NFS-banthra-1,2,9.35,680,0.11,54.4,21.32,225,44.2,43.5,Nolowfertile
440,NFS-banthra-1,2,9.5,720,0.05,55.4,22.6,250,44,42.8,Nolowfertile
441,NFS-banthra-1,2,9.4,640,0.15,52.8,21.44,250,43.7,43.2,Nolowfertile
442,NFS-banthra-1,2,9.15,660,0.1,54.2,21.79,240,44.1,43,Nolowfertile
443,NFS-banthra-1,3,10,865,0.09,25.4,17.2,170,41.5,39.2,Nolowfertile
444,NFS-banthra-1,3,9.75,890,0.04,26.2,18.08,160,41.3,38.7,Nolowfertile
445,NFS-banthra-1,3,9.8,850,0.1,25.2,20.8,175,41.2,38.3,Nolowfertile
446,NFS-banthra-1,3,9.48,875,0.08,25.6,18.69,170,41,39,Nolowfertile
447,NFS-banthra-1,4,10.2,1010,0.05,22.4,14,125,40.2,35.3,Nolowfertile
448,NFS-banthra-1,4,10.1,1050,0.03,18,15.8,145,40.6,35.6,Nolowfertile
449,NFS-banthra-1,4,10,960,0.07,15.8,15.2,140,40.3,36,Nolowfertile
450,NFS-banthra-1,4,9.85,1020,0.05,18.87,15,140,40.5,36.4,Nolowfertile
451,NFS-Bannthra-2,1,8.25,550,0.88,81.8,33.56,415,48.6,48.2,Nolowfertile
452,NFS-Bannthra-2,1,8.1,490,0.92,83.6,32.28,410,48.5,48.6,Nolowfertile
453,NFS-Bannthra-2,1,8.35,480,0.78,86.4,34.4,400,48.4,48.5,Nolowfertile
454,NFS-Bannthra-2,1,8.3,520,0.86,84,33.41,410,48.7,47.6,Nolowfertile
455,NFS-Bannthra-2,2,9.35,880,0.12,63.6,23.2,375,46.3,44.25,Nolowfertile
456,NFS-Bannthra-2,2,9.15,860,0.23,67.8,24.2,345,46.5,44.75,Nolowfertile
457,NFS-Bannthra-2,2,9.25,835,0.2,66.4,24.4,335,46.2,45,Nolowfertile
458,NFS-Bannthra-2,2,9.3,845,0.18,65.93,24,350,46.1,44.5,Nolowfertile
459,NFS-Bannthra-2,3,9.8,1050,0.11,35.6,20.8,250,43.6,37.5,Nolowfertile
460,NFS-Bannthra-2,3,9.4,1000,0.15,40.5,19.52,260,43.7,37.8,Nolowfertile
461,NFS-Bannthra-2,3,9.7,990,0.14,39.6,19.2,230,43.5,38.65,Nolowfertile
462,NFS-Bannthra-2,3,9.65,1020,0.13,38.57,19.84,245,43,38,Nolowfertile
463,NFS-Bannthra-2,4,9.9,1200,0.11,33.6,16,210,41.7,36.2,Nolowfertile
464,NFS-Bannthra-2,4,10,1110,0.12,31.2,16,200,41.5,35.8,Nolowfertile
465,NFS-Bannthra-2,4,10.25,1150,0.11,30.8,18.4,190,41.6,36.8,Nolowfertile
466,NFS-Bannthra-2,4,10.15,1140,0.11,31.87,16.8,200,41.8,36.4,Nolowfertile
467,NFS-Banthra-3,1,7.6,210,1.09,81.4,31.6,500,49.7,47.3,Nolowfertile
468,NFS-Banthra-3,1,7.65,205,0.92,80.66,29.52,470,49.6,46.5,Nolowfertile
469,NFS-Banthra-3,1,7.7,210,0.98,82.75,30.5,480,50.1,46.6,Nolowfertile
470,NFS-Banthra-3,1,7.75,215,0.99,79.6,32.3,485,50.2,46.2,Nolowfertile
471,NFS-Banthra-3,2,8.25,295,0.4,68.12,22.2,255,47.4,44.2,Nolowfertile
472,NFS-Banthra-3,2,8.35,310,0.38,65.33,18.52,245,47.2,44,Nolowfertile
473,NFS-Banthra-3,2,8.2,285,0.38,59,19.36,250,47.1,44.7,Nolowfertile
474,NFS-Banthra-3,2,8.3,310,0.39,64.15,20.34,250,47.5,44.5,Nolowfertile
475,NFS-Banthra-3,3,8.7,340,0.19,41.15,17.3,220,45,42.4,Nolowfertile
476,NFS-Banthra-3,3,8.8,360,0.2,48.36,17.08,200,44.8,41.7,Nolowfertile
477,NFS-Banthra-3,3,8.6,335,0.18,38.5,16,195,44.9,42.2,Nolowfertile
478,NFS-Banthra-3,3,8.75,345,0.19,42.67,18.24,205,45.2,42.6,Nolowfertile
479,NFS-Banthra-3,4,8.9,380,0.06,19.85,14.5,170,42.6,38.2,Nolowfertile
480,NFS-Banthra-3,4,8.8,365,0.07,17.5,12.5,145,42.8,39.8,Nolowfertile
481,NFS-Banthra-3,4,8.75,370,0.09,25.75,13.6,135,42.2,38.4,Nolowfertile
482,NFS-Banthra-3,4,8.85,365,0.07,21,14.6,150,42.3,38,Nolowfertile
483,Manmade S-1,1,8,190,1.13,84.6,30.16,350,47.6,47.3,Nolowfertile
484,Manmade S-1,1,8.05,205,0.95,85.42,29.65,375,47.8,47.7,Nolowfertile
485,Manmade S-1,1,7.85,185,1.14,79,31.72,375,48.1,47.2,Nolowfertile
486,Manmade S-1,1,7.9,220,1.07,83,33.4,370,48.2,47.6,Nolowfertile
487,Manmade S-1,2,8.2,235,0.41,62.42,21.32,250,45.3,44.5,Nolowfertile
488,Manmade S-1,2,7.96,250,0.4,62.1,22.6,250,45.1,45.1,Nolowfertile
489,Manmade S-1,2,8.1,235,0.39,60,21.44,276,45.4,44.2,Nolowfertile
490,Manmade S-1,2,8.14,240,0.4,65,24.65,260,45.2,44.7,Nolowfertile
491,Manmade S-1,3,8.26,277,0.25,44,17.52,200,42.1,41.4,Nolowfertile
492,Manmade S-1,3,8.3,278,0.22,43.7,19.32,180,42.3,42,Nolowfertile
493,Manmade S-1,3,8.24,270,0.22,55.1,18.6,200,42,41.7,Nolowfertile
